Company Name,Website,Κατηγορία,Email,Facebook,LinkedIn,Instagram,YouTube,Twitter,TikTok,YouBeHero,YouBeHero URL (from YouBeHero),Desmos,Name (from Desmos),ACF,Name (from ACF),WebsiteAudits,ngoHeroes,Name (from ngoHeroes),Social Dynamo,SocialDynamo URL (from Social Dynamo),Ethelon,Ethelon URL (from Ethelon),Media Items,HubSpot Company ID,Last Modified,Διεύθυνση,Πόλη,WordPress
IsraAID,https://www.israaid.org/,,,,,,,,,,,,,,,,https://ngoheroes.gr/company/israaid-greece/,https://ngoheroes.gr/company/israaid-greece/,,,,,,9948091376,9/6/2024 6:10pm,,,No
Πολύχρωμες Νομάδες - Jazzy Nomads,https://www.jazzynomads.org/,,info@jazzynomads.org,https://www.facebook.com/jazzynomadsnpc,https://www.linkedin.com/company/jazzynomads/,https://www.instagram.com/jazzy.nomads/,,,,,,,,,,,,,,,,,,10364155838,9/6/2024 6:10pm,,,No
Ομάδα Κάλλος,https://www.kallos.gr/,Πολιτισμός,info@kallos.gr,,https://www.linkedin.com/company/%CE%BF%CE%BC%CE%AC%CE%B4%CE%B1-%CE%BA%CE%AC%CE%BB%CE%BB%CE%BF%CF%82/,https://www.instagram.com/kallosgroup/,,,,,,,,,,,,,,,,,,10730164160,9/6/2024 6:10pm,,,No
Κ3 - Κέντρο Καθοδήγησης Καρκινοπαθών,https://www.kapa3.gr/,Υγεία,info@kapa3.gr,https://www.facebook.com/kapa3.k3,https://www.linkedin.com/company/kapa3/,,,,,https://www.youbehero.com/gr/cause/kentro-kathodigisis-karkinopathon-kapa3,https://www.youbehero.com/gr/cause/kentro-kathodigisis-karkinopathon-kapa3,,,,,,https://ngoheroes.gr/company/%ce%ba%ce%b5%ce%bd%cf%84%cf%81%ce%bf-%ce%ba%ce%b1%ce%b8%ce%bf%ce%b4%ce%b7%ce%b3%ce%b7%cf%83%ce%b7%cf%83-%ce%ba%ce%b1%cf%81%ce%ba%ce%b9%ce%bd%ce%bf%cf%80%ce%b1%ce%b8%cf%89%ce%bd/,https://ngoheroes.gr/company/%ce%ba%ce%b5%ce%bd%cf%84%cf%81%ce%bf-%ce%ba%ce%b1%ce%b8%ce%bf%ce%b4%ce%b7%ce%b3%ce%b7%cf%83%ce%b7%cf%83-%ce%ba%ce%b1%cf%81%ce%ba%ce%b9%ce%bd%ce%bf%cf%80%ce%b1%ce%b8%cf%89%ce%bd/,,,http://www.ethelon.org/ngo/κέντρο-καθοδήγησης-καρκινοπαθώνκαπ/,http://www.ethelon.org/ngo/κέντρο-καθοδήγησης-καρκινοπαθώνκαπ/,,9948179921,9/6/2024 6:10pm,,,No
"Κέντρο Ειδικών Ατόμων ""η Χαρά""",https://www.kea-hara.gr/,,info@kea-hara.gr,https://www.facebook.com/kentro.eidikwn.atomwn.hara,https://www.linkedin.com/company/kea-hara/,https://www.instagram.com/kea_hara/,https://www.youtube.com/channel/UCP41b0Vx1KfIky2aS-Ct6Fw,https://twitter.com/kea_hara,,,,,,,,,,,,,,,,10416762301,9/6/2024 6:10pm,,,Yes
Κέντρο Ειδικής Εκπαίδευσης Παιδιών & Ενηλίκων με Αναπηρία (Κ.Ε.Ε.Π.Ε.Α.) «Ορίζοντες»,https://www.keepea.gr/,,info@keepea.gr,https://www.facebook.com/keepea.orizontes,https://www.linkedin.com/company/keepea-horizons/,https://www.instagram.com/keepea_orizontes/,https://www.youtube.com/channel/UCYr2Nhi4KigjBpOm8pAzQJw/videos,,,https://www.youbehero.com/gr/cause/keepea-orizontes,https://www.youbehero.com/gr/cause/keepea-orizontes,,,https://www.activecitizensfund.gr/foreas/kentro-eidikis-ekpaideysis-paidion-amp-enilikon-me-anapiria-k-e-e-p-e-a-orizontes/,https://www.activecitizensfund.gr/foreas/kentro-eidikis-ekpaideysis-paidion-amp-enilikon-me-anapiria-k-e-e-p-e-a-orizontes/,,,,,,http://www.ethelon.org/ngo/keepea/,http://www.ethelon.org/ngo/keepea/,,9984394738,9/6/2024 6:10pm,,,No
Κέλετρον,https://www.keletronpaidi.gr/,,,https://www.facebook.com/keletronpaidi/,,,,,,,,,,,,,,,,,,,,9983033585,9/6/2024 6:10pm,,,Yes
Κέντρο Αγάπης Ελευσίνας,https://www.kentroagapis.gr/,,kentroag@yahoo.gr,https://www.facebook.com/KentroAgapisElefsinas/,,https://www.instagram.com/kentroagapiselefsinas,,,,,,,,https://www.activecitizensfund.gr/foreas/kentro-agapis-eleysinas/,https://www.activecitizensfund.gr/foreas/kentro-agapis-eleysinas/,,,,,,,,,9983814598,9/6/2024 6:10pm,,,No
ΚΕΘΕΑ,https://www.kethea.gr/,,admin@kethea.gr,https://www.facebook.com/KETHEA/,https://www.linkedin.com/company/kethea/,https://www.instagram.com/kethea_official,https://www.youtube.com/channel/UCKKIlNXi8ZG9eMNjpENOTaA,https://twitter.com/KETHEAGR,,,,,,,,,https://ngoheroes.gr/company/%ce%ba%ce%b5%ce%b8%ce%b5%ce%b1/,https://ngoheroes.gr/company/%ce%ba%ce%b5%ce%b8%ce%b5%ce%b1/,,,,,,9947765214,9/6/2024 6:10pm,,,Yes
Κέντρο Θεραπευτικής Ιππασίας Σερρών,https://www.kethis.gr/,,kethiser@yahoo.gr,https://www.facebook.com/hetrics,,,,,,,,,,,,,https://ngoheroes.gr/company/%ce%ba%ce%ad%ce%bd%cf%84%cf%81%ce%bf-%ce%b8%ce%b5%cf%81%ce%b1%cf%80%ce%b5%cf%85%cf%84%ce%b9%ce%ba%ce%ae%cf%82-%ce%b9%cf%80%cf%80%ce%b1%cf%83%ce%af%ce%b1%cf%82-%cf%83%ce%b5%cf%81%cf%81%cf%8e%ce%bd-%ce%ba%ce%b5%ce%b8%ce%b9%cf%83/,https://ngoheroes.gr/company/%ce%ba%ce%ad%ce%bd%cf%84%cf%81%ce%bf-%ce%b8%ce%b5%cf%81%ce%b1%cf%80%ce%b5%cf%85%cf%84%ce%b9%ce%ba%ce%ae%cf%82-%ce%b9%cf%80%cf%80%ce%b1%cf%83%ce%af%ce%b1%cf%82-%cf%83%ce%b5%cf%81%cf%81%cf%8e%ce%bd-%ce%ba%ce%b5%ce%b8%ce%b9%cf%83/,,,,,,9948179937,9/6/2024 6:10pm,,,No
Κιβωτός του Κόσμου,https://www.kivotostoukosmou.org/,,info@kivotostoukosmou.gr,https://www.facebook.com/kivotoskosmou,https://www.linkedin.com/company/kivotos-tou-kosmou/,https://www.instagram.com/kivotos_tou_kosmou/,,,,https://www.youbehero.com/gr/cause/kivotos-tou-kosmou,https://www.youbehero.com/gr/cause/kivotos-tou-kosmou,,,,,,,,,,,,,10262405604,9/6/2024 6:10pm,,,No
Κλίμακα,https://www.klimaka.org.gr/,,,https://www.facebook.com/klimakango/,https://www.linkedin.com/company/klimaka-ngo/,,https://www.youtube.com/user/klimakaMKO,https://twitter.com/klimaka_ngo,,,,,,,,,,,,,,,,10385230288,9/6/2024 6:10pm,,,No
ΦΙΛΑΝΘΡΩΠΙΚΟ ΣΩΜΑΤΕΙΟ ΚΟΙΝΩΝΙΚΗ ΜΕΡΙΜΝΑ ΜΟΣΧΑΤΟΥ-“ΔΙΟΝΥΣΙΟΣ ΘΕΟΦΙΛΑΤΟΣ”,https://www.kmerimnamosxatou.gr/,,k.merimna.moschatou@gmail.com,https://www.facebook.com/kmerimna/,https://www.linkedin.com/company/to-spitiko-tis-agapis/,,,,,https://www.youbehero.com/gr/cause/kinoniki-merimna-moschatou,https://www.youbehero.com/gr/cause/kinoniki-merimna-moschatou,,,,,,https://ngoheroes.gr/company/%cf%86%ce%b9%ce%bb%ce%b1%ce%bd%ce%b8%cf%81%cf%89%cf%80%ce%b9%ce%ba%ce%bf-%cf%83%cf%89%ce%bc%ce%b1%cf%84%ce%b5%ce%b9%ce%bf-%ce%ba%ce%bf%ce%b9%ce%bd%cf%89%ce%bd%ce%b9%ce%ba%ce%b7-%ce%bc%ce%b5%cf%81%ce%b9%ce%bc%ce%bd%ce%b1-%ce%bc%ce%bf%cf%83%cf%87%ce%b1%cf%84%ce%bf%cf%85-%ce%b4%ce%b9%ce%bf%ce%bd%cf%85%cf%83%ce%b9%ce%bf%cf%83-%ce%b8%ce%b5%ce%bf%cf%86%ce%b9%ce%bb%ce%b1%cf%84%ce%bf%cf%83/,https://ngoheroes.gr/company/%cf%86%ce%b9%ce%bb%ce%b1%ce%bd%ce%b8%cf%81%cf%89%cf%80%ce%b9%ce%ba%ce%bf-%cf%83%cf%89%ce%bc%ce%b1%cf%84%ce%b5%ce%b9%ce%bf-%ce%ba%ce%bf%ce%b9%ce%bd%cf%89%ce%bd%ce%b9%ce%ba%ce%b7-%ce%bc%ce%b5%cf%81%ce%b9%ce%bc%ce%bd%ce%b1-%ce%bc%ce%bf%cf%83%cf%87%ce%b1%cf%84%ce%bf%cf%85-%ce%b4%ce%b9%ce%bf%ce%bd%cf%85%cf%83%ce%b9%ce%bf%cf%83-%ce%b8%ce%b5%ce%bf%cf%86%ce%b9%ce%bb%ce%b1%cf%84%ce%bf%cf%83/,,,http://www.ethelon.org/ngo/φ-σ-κοινωνικη-μεριμνα-μοσχατου-διονυ/,http://www.ethelon.org/ngo/φ-σ-κοινωνικη-μεριμνα-μοσχατου-διονυ/,,9948198128,9/6/2024 6:10pm,,,Yes
ΚΜΟΠ – Κέντρο Κοινωνικής Δράσης και Καινοτομίας,https://www.kmop.gr/,,careers@kmop.org,https://www.facebook.com/kmop.eu/,https://www.linkedin.com/company/kmop/,https://www.instagram.com/kmop_org,https://www.youtube.com/channel/UCHIq1YO8QxXiuPQcwi78i2w,https://twitter.com/kmop_org,,,,,,https://www.activecitizensfund.gr/foreas/kentro-merimnas-oikogeneias-kai-paidioy-kmop/,https://www.activecitizensfund.gr/foreas/kentro-merimnas-oikogeneias-kai-paidioy-kmop/,,"https://ngoheroes.gr/company/kmop-2/,https://ngoheroes.gr/company/kmop/","https://ngoheroes.gr/company/kmop-2/, https://ngoheroes.gr/company/kmop/",,,http://www.ethelon.org/ngo/kmop/,http://www.ethelon.org/ngo/kmop/,,9948128500,9/6/2024 6:10pm,"Σκουφά 75, 106 80 Αθήνα",Αθήνα,Yes
Ελληνική Εταιρεία Κοιλιοκάκης,https://www.koiliokaki.com/,,koiliokaki@gmail.com,https://www.facebook.com/HellenicCoeliacSociety/,,,,,,,,,,,,,,,,,,,,9983003639,9/6/2024 6:10pm,,,No
Ελληνική Εταιρεία Kοιλιοκάκης,https://www.koiliokaki.com/,Υγεία,,https://www.facebook.com/HellenicCoeliacSociety/,https://www.linkedin.com/company/hellenic-coeliac-society/,,,,,,,,,,,,,,,,,,,10404815079,9/6/2024 6:10pm,,,No
Κοινωνία Δημοκρατικής Συμμετοχής,https://www.koinoniads.org/,,,,,,,,,,,,,https://www.activecitizensfund.gr/foreas/astiki-mi-kerdoskopiki-etaireia-koinonia-dimokratikis-symmetochis/,https://www.activecitizensfund.gr/foreas/astiki-mi-kerdoskopiki-etaireia-koinonia-dimokratikis-symmetochis/,,,,,,,,,9985933763,9/6/2024 6:10pm,,,No
Ίδρυμα Κόκκαλη,https://www.kokkalisfoundation.gr/,Ιδρύματα,kf@kokkalisfoundation.gr,https://www.facebook.com/kokkalisfoundation,https://www.linkedin.com/company/kokkalisfoundation/,,,,,,,,,,,,,,,,,,,10071376570,9/6/2024 6:10pm,,,No
Κρίκος Ζωής - Σύλλογος Ασθενών και Φίλων Πασχόντων από Κληρονομικά Μεταβολικά Νοσήματα,https://www.krikoszois.gr/,Υγεία,info@krikoszois.gr,https://www.facebook.com/krikoszois/,,,https://www.youtube.com/channel/UCxWOQS6aTgp4i62uL9aHiqA,,,,,,,,,,,,,,,,,10439248583,9/6/2024 6:10pm,,,Yes
Σχολή Σκύλων Οδηγών Λάρα,https://www.laraguidedogs.gr/,,info@laraguidedogs.gr,https://www.facebook.com/laraguidedogs/,https://www.linkedin.com/company/laraguidedogs/,https://www.instagram.com/laraguidedogs,,,,https://www.youbehero.com/gr/cause/scholi-skilon-odigon-lara,https://www.youbehero.com/gr/cause/scholi-skilon-odigon-lara,http://www.desmosdirect.org/Profiles/29e3b0d8-c264-4c8d-a126-edbf16a1263d/lara,http://www.desmosdirect.org/Profiles/29e3b0d8-c264-4c8d-a126-edbf16a1263d/lara,,,,https://ngoheroes.gr/company/%cf%83%cf%87%ce%bf%ce%bb%ce%ae-%cf%83%ce%ba%cf%8d%ce%bb%cf%89%ce%bd-%ce%bf%ce%b4%ce%b7%ce%b3%cf%8e%ce%bd-%ce%bb%ce%ac%cf%81%ce%b1/,https://ngoheroes.gr/company/%cf%83%cf%87%ce%bf%ce%bb%ce%ae-%cf%83%ce%ba%cf%8d%ce%bb%cf%89%ce%bd-%ce%bf%ce%b4%ce%b7%ce%b3%cf%8e%ce%bd-%ce%bb%ce%ac%cf%81%ce%b1/,,,,,,9948156909,9/9/2024 11:32am,,,Yes
Σύλλογος Οικογενούς Υπερχοληστερολαιμίας,https://www.ldlgreece.gr/,Υγεία,info@ldlgreece.gr,https://www.facebook.com/profile.php?id=100066341957109,,,,,,,,,,,,,,,,,,,,10441231092,9/6/2024 6:10pm,,,No
Lean In Network Greece,https://www.leaninnetwork.gr/,,,https://www.facebook.com/LeaninNetworkGreece/,https://www.linkedin.com/company/lean-in-network-greece-athens/,https://www.instagram.com/leaninnetworkgreece/,https://www.youtube.com/channel/UC00ubYIPdOIfNa8QgJKL-Mg,,,,,,,,,,,,,,,,,10019907821,9/6/2024 6:10pm,,,Yes
Lifting Hands International,https://www.lhi.org/,,volunteers@liftinghandsinternational.org,https://www.facebook.com/liftinghandsinternational,https://www.linkedin.com/company/lifting-hands-international/,https://www.instagram.com/liftinghandsinternational/,https://www.youtube.com/@liftinghandsinternational,,,,,,,,,,https://ngoheroes.gr/company/lifting-hands-international/,https://ngoheroes.gr/company/lifting-hands-international/,,,,,,9948156403,9/6/2024 6:10pm,,,No
Liberty Assistance and Guide Dogs,https://www.libertyguidedogs.com/,,info@libertyguidedogs.com,https://www.facebook.com/libertyguidedogs/,https://www.linkedin.com/company/liberty-guide-dogs/,,,,,,,,,,,,,,,,,,,10404663485,9/6/2024 6:10pm,,,No
Library4all,https://www.library4all.com/,,info@library4all.com,https://www.facebook.com/Library4all/,https://www.linkedin.com/company/library4all/,https://www.instagram.com/library4all_/,,https://twitter.com/library4all,,,,,,,,,,,,,,,,10109083362,9/6/2024 6:10pm,,,Yes
Lighthouse Relief,https://www.lighthouserelief.org/,,info@lighthouserelief.org,https://www.facebook.com/lighthouserelief,https://www.linkedin.com/company/lighthouse-refugee-relief/,https://www.instagram.com/lighthouserelief/,,,,,,,,,,,,,,,,,,10018525901,9/6/2024 6:10pm,,,No
Σύλλογος Εθελοντών Πυροπροστασίας Δασών Λουτρακίου - Περαχώρας ,https://www.loutrakifire.com/,,,https://www.facebook.com/sillogospiroprostasiasloutrakiou/,https://www.linkedin.com/company/loutraki-volunteers-firefighters/,,,,,,,,,,,,,,,,,,,10342274756,9/6/2024 6:10pm,,,Yes
Love And Serve Without Boundaries,https://www.loveandserveathens.com/,Προσφυγικό,,,https://www.linkedin.com/company/love-and-serve-without-boundaries/,,,,,,,,,,,,,,,,,,,10402998479,9/6/2024 6:10pm,,,No
Ίδρυμα Λαμπράκη,https://www.lrf.gr/,,elampasy@lrf.gr,https://www.facebook.com/lambrakisfoundation/,https://www.linkedin.com/company/lambrakis-foundation/,,https://www.youtube.com/channel/UCRkD8cKOC5WFb_9hrEl7v0A,,,,,,,https://www.activecitizensfund.gr/findyourpartner/partner/lambrakis+foundation/,https://www.activecitizensfund.gr/findyourpartner/partner/lambrakis+foundation/,,https://ngoheroes.gr/company/%ce%af%ce%b4%cf%81%cf%85%ce%bc%ce%b1-%ce%bb%ce%b1%ce%bc%cf%80%cf%81%ce%ac%ce%ba%ce%b7/,https://ngoheroes.gr/company/%ce%af%ce%b4%cf%81%cf%85%ce%bc%ce%b1-%ce%bb%ce%b1%ce%bc%cf%80%cf%81%ce%ac%ce%ba%ce%b7/,,,,,,9947920842,9/6/2024 6:10pm,"Panagiotou Anagnostopoulou 5, Athina 106 73",,No
mamagea,https://www.mamagea.gr/,,info@mamagea.gr,https://www.facebook.com/mamagea.environmental.organisation,https://www.linkedin.com/company/mamagea-gr/,https://www.instagram.com/mamagea.gr/,,,,https://www.youbehero.com/gr/cause/mamagea,https://www.youbehero.com/gr/cause/mamagea,,,,,,https://ngoheroes.gr/company/mamagea/,https://ngoheroes.gr/company/mamagea/,"https://www.socialdynamo.gr/hosted_group/mamagaia/,https://www.socialdynamo.gr/hosted_group/mamagea/","https://www.socialdynamo.gr/hosted_group/mamagaia/, https://www.socialdynamo.gr/hosted_group/mamagea/",,,,9948178421,9/6/2024 6:10pm,,,No
Γιατροί του Κόσμου Ελλάδος,https://www.mdmgreece.gr/,Υγεία,info@mdmgreece.gr,https://www.facebook.com/mdmgreece.gr/,https://www.linkedin.com/company/mdmgreece/,https://www.instagram.com/mdm_greece/,https://www.youtube.com/channel/UC3lNHxObcK6dWkRX8bV7ecg,https://twitter.com/MdM_Greece,,,,,,https://www.activecitizensfund.gr/foreas/giatroi-toy-kosmoy-elladas/,https://www.activecitizensfund.gr/foreas/giatroi-toy-kosmoy-elladas/,,https://ngoheroes.gr/company/giatroi-toy-kosmoy-ellados/,https://ngoheroes.gr/company/giatroi-toy-kosmoy-ellados/,,,http://www.ethelon.org/ngo/γιατροί-του-κόσμου-ελλάδας/,http://www.ethelon.org/ngo/γιατροί-του-κόσμου-ελλάδας/,,9947964118,9/6/2024 6:10pm,,,Yes
Δίκτυο ΜΕΣΟΓΕΙΟΣ SOS,https://www.medsos.gr/,Περιβάλλον,,https://www.facebook.com/MedSOS/,https://www.linkedin.com/company/mediterranean-sos-network/,https://www.instagram.com/mediterranean_sos_network,,https://twitter.com/MedSOSgr,,,,,,,,,,,,,,,,10404624112,9/6/2024 6:10pm,,,No
Mexoxo,https://www.mexoxo.com/,,,https://www.facebook.com/Mexoxoorg/,https://www.linkedin.com/company/mexoxo/,https://www.instagram.com/mexoxoorg/,https://www.youtube.com/@mexoxo-organization,,,,,,,,,,,,,,http://www.ethelon.org/ngo/mexoxo/,http://www.ethelon.org/ngo/mexoxo/,,10018189256,9/6/2024 6:10pm,,,No
Ελληνικό Φόρουμ Μεταναστών,https://www.migrant.gr/,,info@migrant.gr,https://www.facebook.com/GreekForumOfMigrants/,https://www.linkedin.com/in/migrantsforumgr/,,https://www.youtube.com/channel/UC_TBUTfA1iN5Ep0ygDWDx3g,,,,,,,,,,,,,,,,,9983125715,9/6/2024 6:10pm,,,No
Mindspace,https://www.mindspace.gr/,,info@mindspace.gr,https://www.facebook.com/MindspaceGreece,https://www.linkedin.com/company/mindspace-npo/,https://www.instagram.com/mindspace.gr/,https://www.youtube.com/@MindspaceNonprofit,,,,,,,,,,https://ngoheroes.gr/company/mindspace/,https://ngoheroes.gr/company/mindspace/,https://www.socialdynamo.gr/hosted_group/mindspace/,https://www.socialdynamo.gr/hosted_group/mindspace/,,,,9948198339,9/6/2024 6:10pm,,,No
Step by Step,https://www.minitherapyhorses.gr/,,stepbystepmht@gmail,,,https://www.instagram.com/stepbystepmht/,,,,,,,,,,,,,,,http://www.ethelon.org/ngo/step-by-step-mini-horses-therapy/,http://www.ethelon.org/ngo/step-by-step-mini-horses-therapy/,,10729991906,9/6/2024 6:10pm,,,No
Αποστολή ΑΝΘΡΩΠΟΣ,https://www.missionanthropos.com/,,missionanthroposngo@gmail.com,https://www.facebook.com/profile.php?id=100066187225392,,,,,,,,,,https://www.activecitizensfund.gr/foreas/apostoli-anthropos/,https://www.activecitizensfund.gr/foreas/apostoli-anthropos/,,https://ngoheroes.gr/company/%ce%b1%cf%80%ce%bf%cf%83%cf%84%ce%bf%ce%bb%ce%ae-%ce%b1%ce%bd%ce%b8%cf%81%cf%89%cf%80%ce%bf%cf%83/,https://ngoheroes.gr/company/%ce%b1%cf%80%ce%bf%cf%83%cf%84%ce%bf%ce%bb%ce%ae-%ce%b1%ce%bd%ce%b8%cf%81%cf%89%cf%80%ce%bf%cf%83/,,,http://www.ethelon.org/ngo/αποστολή-ανθρωποσ/,http://www.ethelon.org/ngo/αποστολή-ανθρωποσ/,,9947765205,9/6/2024 6:10pm,,,No
MOm Greece,https://www.mom.gr/,Περιβάλλον,info@mom.gr,https://www.facebook.com/mom.greece,,https://www.instagram.com/mom_monachus_monachus_,,,,,,,,,,,,,,,,,,10292936419,9/6/2024 6:10pm,,,No
Mum Institute,https://www.muminstitute.org/,,,https://www.facebook.com/muminstitute/,https://www.linkedin.com/company/mum-institute/,https://www.instagram.com/mum_institute/,,,,,,,,,,,,,,,,,,10381636594,9/6/2024 6:10pm,,,No
Σύλλογος Ασθενών με Πολλαπλούν Μυέλωμα και Φίλων,https://www.myeloma.gr/,Υγεία,,,,,,,,,,,,,,,,,,,,,,10730141117,9/6/2024 6:10pm,,,No
"Ελληνικό Δίκτυο ""Φίλοι Της Φύσης""",https://www.naturefriends.gr/,Περιβάλλον,naturefriendsgreece@gmail.com,https://www.facebook.com/profile.php?id=100064358575100,,https://www.instagram.com/nature.friends.greece/,https://www.youtube.com/channel/UC4dIbbsZnnGJ5zkw8K30ECw,https://twitter.com/naturefriendsgr,,,,,,,,,,,https://www.socialdynamo.gr/hosted_group/elliniko-diktyo-filoi-tis-fysis/,https://www.socialdynamo.gr/hosted_group/elliniko-diktyo-filoi-tis-fysis/,,,,10293027271,9/6/2024 6:10pm,,,Yes
Φορέας Ν. Δασκαλαντωνάκης,https://www.ndf.org.gr/,Ιδρύματα,,,https://www.linkedin.com/company/nikos-daskalantonakis-ndf/,,,,,,,,,,,,,,,,,,,10341461195,9/6/2024 6:10pm,,,No
Neurogenesis,https://www.neurogenesis.org.gr/,,,,https://www.linkedin.com/company/neurogenesis-greece/,,,,,,,,,,,,,,,,,,,10336738530,9/6/2024 6:10pm,,,No
Διάσταση Παρεμβάσεις Κοινωνικής Καινοτομίας,https://www.ngodiastasi.gr/,,info@ngodiastasi.gr,https://www.facebook.com/profile.php?id=100067121809414,https://www.linkedin.com/company/diastasi-amke/,,,,,,,,,,,,,,,,,,,10417811952,9/6/2024 6:10pm,,,No
Nina Service Dogs ,https://www.ninaservicedogs.com/,,,https://www.facebook.com/profile.php?id=100064808045674,,https://www.instagram.com/ninaservicedogs/,https://www.youtube.com/channel/UCFTwP2QBlayHRID04oYH3eQ,,,,,,,,,,,,,,,,,9982563815,9/6/2024 6:10pm,,,No
Northern Lights Aid,https://www.northernlightsaid.org/,Προσφυγικό,info@northernlightsaid.org,https://www.facebook.com/Northernlightsaid,https://www.linkedin.com/company/northern-lights-aid/,https://www.instagram.com/northernlightsaid/,,,,,,,,,,,https://ngoheroes.gr/company/northern-lights-aid/,https://ngoheroes.gr/company/northern-lights-aid/,,,,,,9948198132,9/6/2024 6:10pm,,,No
Άνεμος Δημιουργίας,https://www.odoiporikon.com/,,anemosdimiourgias@gmail.com,https://www.facebook.com/Anemosdimiourgias/,,,,,,,,,,,,,https://ngoheroes.gr/company/%ce%b1%ce%bd%ce%b5%ce%bc%ce%bf%cf%83-%ce%b4%ce%b7%ce%bc%ce%b9%ce%bf%cf%85%cf%81%ce%b3%ce%b9%ce%b1%cf%83-%ce%b1%ce%bc%ce%ba%ce%b5/,https://ngoheroes.gr/company/%ce%b1%ce%bd%ce%b5%ce%bc%ce%bf%cf%83-%ce%b4%ce%b7%ce%bc%ce%b9%ce%bf%cf%85%cf%81%ce%b3%ce%b9%ce%b1%cf%83-%ce%b1%ce%bc%ce%ba%ce%b5/,,,,,,9947920861,9/6/2024 6:10pm,,,No
Όλοι Μαζί Μπορούμε,https://www.oloimaziboroume.gr/,,,https://www.facebook.com/oloimaziboroume/,https://www.linkedin.com/company/oloimaziboroume/,https://www.instagram.com/oloimaziboroume/,https://www.youtube.com/channel/UCNIYvqVLjkj8FUT_8O849IA,https://twitter.com/OloiMaziBoroume,,,,,,,,,,,,,,,,10404849874,9/6/2024 6:10pm,,,No
OpenAIRE,https://www.openaire.eu/,,,https://www.facebook.com/groups/openaire/,https://www.linkedin.com/company/openaire-eu/,,https://www.youtube.com/channel/UChFYqizc-S6asNjQSoWuwjw,,,,,,,,,,,,,,,,,9947964125,9/6/2024 6:10pm,,,No
Πρόσωπο ΑΜΚΕ,https://www.organismosprosopo.com/,,,,,,,,,,,,,https://www.activecitizensfund.gr/foreas/prosopo-amke-2/,https://www.activecitizensfund.gr/foreas/prosopo-amke-2/,,,,,,,,,10004163297,2/12/2024 7:46pm,,,
Οργάνωση Γη,https://www.organizationearth.org/,,vm@organizationearth.org,https://www.facebook.com/OrganizationEarth/,https://www.linkedin.com/company/organization-earth/,https://www.instagram.com/organizationearth_gr,,https://twitter.com/OrganosiGi,,,,,,,,,https://ngoheroes.gr/company/%ce%bf%cf%81%ce%b3%ce%ac%ce%bd%cf%89%cf%83%ce%b7-%ce%b3%ce%b7-2/,https://ngoheroes.gr/company/%ce%bf%cf%81%ce%b3%ce%ac%ce%bd%cf%89%cf%83%ce%b7-%ce%b3%ce%b7-2/,,,"http://www.ethelon.org/ngo/organization-earth/,http://www.ethelon.org/ngo/οργάνωση-γη/","http://www.ethelon.org/ngo/organization-earth/, http://www.ethelon.org/ngo/οργάνωση-γη/",,9948091359,9/6/2024 6:10pm,,,No
Σύλλογος Εθελοντικής Προσφοράς και Στήριξης «Ορίζοντας»,https://www.orizondas.gr/,Υγεία,orizondascha@gmail.com,https://www.facebook.com/orizondaschania,,https://www.instagram.com/orizondas_chania/,,,,,,,,,,,,,,,http://www.ethelon.org/ngo/συλλογοσ-οριζοντασ/,http://www.ethelon.org/ngo/συλλογοσ-οριζοντασ/,,9947964122,9/6/2024 6:10pm,,,No
Οργανισμός Συλλογικής Διαχείρισης Έργων του Λόγου (ΟΣΔΕΛ),https://www.osdel.gr/,,info@osdel.gr,https://www.facebook.com/osdel.gr,https://www.linkedin.com/company/osdelcmo/,,https://www.youtube.com/channel/UC4zyM14ZxeAguy6p9603PAg,https://twitter.com/osdelgr,,,,,,,,,,,,,,,,10020056265,9/6/2024 6:10pm,,,No
Παιδική Αγκαλιά,https://www.paidikiagkalia.org/,,info@paidikiagkalia.gr,https://www.facebook.com/paidikiagkalia/,,,,,,https://www.youbehero.com/gr/cause/paidiki-agkalia,https://www.youbehero.com/gr/cause/paidiki-agkalia,,,,,,https://ngoheroes.gr/company/%cf%80%ce%b1%ce%b9%ce%b4%ce%b9%ce%ba%ce%b7-%ce%b1%ce%b3%ce%ba%ce%b1%ce%bb%ce%b9%ce%b1/,https://ngoheroes.gr/company/%cf%80%ce%b1%ce%b9%ce%b4%ce%b9%ce%ba%ce%b7-%ce%b1%ce%b3%ce%ba%ce%b1%ce%bb%ce%b9%ce%b1/,,,,,,9947964101,9/6/2024 6:10pm,,,Yes
